organization	experiment	study	study_title	sci_name	accession	pub_date
UNC Charlotte	SRX5799894	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9021988	2019-05-07 10:38:17
UNC Charlotte	SRX5799893	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9021989	2019-05-07 10:38:17
UNC Charlotte	SRX5799892	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9021990	2019-05-07 10:38:17
UNC Charlotte	SRX5799891	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9021991	2019-05-07 10:38:17
UNC Charlotte	SRX5799890	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9021992	2019-05-07 10:38:17
UNC Charlotte	SRX5799889	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9021993	2019-05-07 10:38:16
UNC Charlotte	SRX5799888	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9021994	2019-05-07 10:38:16
UNC Charlotte	SRX5799887	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9021995	2019-05-07 10:38:16
UNC Charlotte	SRX5799886	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9021996	2019-05-07 10:38:16
UNC Charlotte	SRX5799885	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9021997	2019-05-07 10:38:16
UNC Charlotte	SRX5799884	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9021998	2019-05-07 10:38:16
UNC Charlotte	SRX5799883	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9021999	2019-05-07 10:38:16
UNC Charlotte	SRX5799882	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022000	2019-05-07 10:38:16
UNC Charlotte	SRX5799881	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022001	2019-05-07 10:38:16
UNC Charlotte	SRX5799880	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022002	2019-05-07 10:38:16
UNC Charlotte	SRX5799879	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022003	2019-05-07 10:38:16
UNC Charlotte	SRX5799878	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022004	2019-05-07 10:38:16
UNC Charlotte	SRX5799877	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022005	2019-05-07 10:38:16
UNC Charlotte	SRX5799876	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022006	2019-05-07 10:38:16
UNC Charlotte	SRX5799875	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022007	2019-05-07 10:38:16
UNC Charlotte	SRX5799874	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022008	2019-05-07 10:38:16
UNC Charlotte	SRX5799873	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022009	2019-05-07 10:38:16
UNC Charlotte	SRX5799872	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022010	2019-05-07 10:38:16
UNC Charlotte	SRX5799871	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022011	2019-05-07 10:38:16
UNC Charlotte	SRX5799870	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022012	2019-05-07 10:38:16
UNC Charlotte	SRX5799869	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022013	2019-05-07 10:38:16
UNC Charlotte	SRX5799868	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022014	2019-05-07 10:38:16
UNC Charlotte	SRX5799867	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022015	2019-05-07 10:38:16
UNC Charlotte	SRX5799866	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022016	2019-05-07 10:38:16
UNC Charlotte	SRX5799865	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022017	2019-05-07 10:38:16
UNC Charlotte	SRX5799864	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022018	2019-05-07 10:38:16
UNC Charlotte	SRX5799863	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022019	2019-05-07 10:38:16
UNC Charlotte	SRX5799862	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022020	2019-05-07 10:38:16
UNC Charlotte	SRX5799861	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022021	2019-05-07 10:38:16
UNC Charlotte	SRX5799860	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022022	2019-05-07 10:38:16
UNC Charlotte	SRX5799859	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022023	2019-05-07 10:38:16
UNC Charlotte	SRX5799858	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022024	2019-05-07 10:37:13
UNC Charlotte	SRX5799857	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022025	2019-05-07 10:37:13
UNC Charlotte	SRX5799856	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022026	2019-05-07 10:37:13
UNC Charlotte	SRX5799855	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022027	2019-05-07 10:37:13
UNC Charlotte	SRX5799854	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022028	2019-05-07 10:38:16
UNC Charlotte	SRX5799853	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022029	2019-05-07 10:38:16
UNC Charlotte	SRX5799852	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022030	2019-05-07 10:37:13
UNC Charlotte	SRX5799851	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022031	2019-05-07 10:37:13
UNC Charlotte	SRX5799850	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022032	2019-05-07 10:38:16
UNC Charlotte	SRX5799849	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022033	2019-05-07 10:38:16
UNC Charlotte	SRX5799848	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022034	2019-05-07 10:38:16
UNC Charlotte	SRX5799847	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022035	2019-05-07 10:38:16
UNC Charlotte	SRX5799846	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022036	2019-05-07 10:38:16
UNC Charlotte	SRX5799845	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022037	2019-05-07 10:38:16
UNC Charlotte	SRX5799844	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022038	2019-05-07 10:38:16
UNC Charlotte	SRX5799843	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022039	2019-05-07 10:38:16
UNC Charlotte	SRX5799842	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022040	2019-05-07 10:37:13
UNC Charlotte	SRX5799841	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022041	2019-05-07 10:37:13
UNC Charlotte	SRX5799840	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022042	2019-05-07 10:38:16
UNC Charlotte	SRX5799839	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022043	2019-05-07 10:38:16
UNC Charlotte	SRX5799838	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022044	2019-05-07 10:37:13
UNC Charlotte	SRX5799837	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022045	2019-05-07 10:37:13
UNC Charlotte	SRX5799836	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022046	2019-05-07 10:38:16
UNC Charlotte	SRX5799835	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022047	2019-05-07 10:37:13
UNC Charlotte	SRX5799834	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022048	2019-05-07 10:37:13
UNC Charlotte	SRX5799833	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022049	2019-05-07 10:38:16
UNC Charlotte	SRX5799832	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022050	2019-05-07 10:38:16
UNC Charlotte	SRX5799831	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022051	2019-05-07 10:38:16
UNC Charlotte	SRX5799830	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022052	2019-05-07 10:38:16
UNC Charlotte	SRX5799829	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022054	2019-05-07 10:38:16
UNC Charlotte	SRX5799828	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022055	2019-05-07 10:38:16
UNC Charlotte	SRX5799827	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022056	2019-05-07 10:40:13
UNC Charlotte	SRX5799826	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022057	2019-05-07 10:38:16
UNC Charlotte	SRX5799825	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022058	2019-05-07 10:38:16
UNC Charlotte	SRX5799824	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022059	2019-05-07 10:38:16
UNC Charlotte	SRX5799823	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022060	2019-05-07 10:39:14
UNC Charlotte	SRX5799822	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022061	2019-05-07 10:39:14
UNC Charlotte	SRX5799821	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022062	2019-05-07 10:40:13
UNC Charlotte	SRX5799820	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022063	2019-05-07 10:40:13
UNC Charlotte	SRX5799819	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022064	2019-05-07 10:40:13
UNC Charlotte	SRX5799818	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022065	2019-05-07 10:38:16
UNC Charlotte	SRX5799817	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022066	2019-05-07 10:39:14
UNC Charlotte	SRX5799816	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022067	2019-05-07 10:39:14
UNC Charlotte	SRX5799815	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022068	2019-05-07 10:40:13
UNC Charlotte	SRX5799814	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022069	2019-05-07 10:39:14
UNC Charlotte	SRX5799813	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022070	2019-05-07 10:39:14
UNC Charlotte	SRX5799812	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022071	2019-05-07 10:39:14
UNC Charlotte	SRX5799811	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022072	2019-05-07 10:39:14
UNC Charlotte	SRX5799810	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022073	2019-05-07 10:40:13
UNC Charlotte	SRX5799809	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022074	2019-05-07 10:40:13
UNC Charlotte	SRX5799808	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022075	2019-05-07 10:39:14
UNC Charlotte	SRX5799807	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022076	2019-05-07 10:39:14
UNC Charlotte	SRX5799806	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022077	2019-05-07 10:39:14
UNC Charlotte	SRX5799805	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022078	2019-05-07 10:39:14
UNC Charlotte	SRX5799804	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022079	2019-05-07 10:39:13
UNC Charlotte	SRX5799803	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022080	2019-05-07 10:39:13
UNC Charlotte	SRX5799802	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022081	2019-05-07 10:39:13
UNC Charlotte	SRX5799801	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022082	2019-05-07 10:40:13
UNC Charlotte	SRX5799800	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022083	2019-05-07 10:41:13
UNC Charlotte	SRX5799799	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022084	2019-05-07 10:41:13
UNC Charlotte	SRX5799798	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022085	2019-05-07 10:40:13
UNC Charlotte	SRX5799797	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022086	2019-05-07 10:40:13
UNC Charlotte	SRX5799796	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022087	2019-05-07 10:41:13
UNC Charlotte	SRX5799795	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022088	2019-05-07 10:40:13
UNC Charlotte	SRX5799794	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022089	2019-05-07 10:40:13
UNC Charlotte	SRX5799793	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022090	2019-05-07 10:39:13
UNC Charlotte	SRX5799792	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022091	2019-05-07 10:38:16
UNC Charlotte	SRX5799791	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022092	2019-05-07 10:39:13
UNC Charlotte	SRX5799790	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022093	2019-05-07 10:40:13
UNC Charlotte	SRX5799789	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022094	2019-05-07 10:39:13
UNC Charlotte	SRX5799788	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022095	2019-05-07 10:41:13
UNC Charlotte	SRX5799787	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022096	2019-05-07 10:40:13
UNC Charlotte	SRX5799786	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022097	2019-05-07 10:39:13
UNC Charlotte	SRX5799785	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022098	2019-05-07 10:41:13
UNC Charlotte	SRX5799784	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022099	2019-05-07 10:41:13
UNC Charlotte	SRX5799783	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022100	2019-05-07 10:41:13
UNC Charlotte	SRX5799782	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022101	2019-05-07 10:39:13
UNC Charlotte	SRX5799781	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022102	2019-05-07 10:41:13
UNC Charlotte	SRX5799780	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022103	2019-05-07 10:41:13
UNC Charlotte	SRX5799779	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022104	2019-05-07 10:41:13
UNC Charlotte	SRX5799778	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022105	2019-05-07 10:41:13
UNC Charlotte	SRX5799777	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022106	2019-05-07 10:38:16
UNC Charlotte	SRX5799776	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022107	2019-05-07 10:40:13
UNC Charlotte	SRX5799775	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022108	2019-05-07 10:40:13
UNC Charlotte	SRX5799774	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022109	2019-05-07 10:41:13
UNC Charlotte	SRX5799773	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022110	2019-05-07 10:39:13
UNC Charlotte	SRX5799772	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022111	2019-05-07 10:39:13
UNC Charlotte	SRX5799771	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022112	2019-05-07 10:38:16
UNC Charlotte	SRX5799770	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022113	2019-05-07 10:39:13
UNC Charlotte	SRX5799769	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022114	2019-05-07 10:39:13
UNC Charlotte	SRX5799768	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022115	2019-05-07 10:39:13
UNC Charlotte	SRX5799767	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022116	2019-05-07 10:39:13
UNC Charlotte	SRX5799766	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022117	2019-05-07 10:39:13
UNC Charlotte	SRX5799765	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022118	2019-05-07 10:39:13
UNC Charlotte	SRX5799764	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022119	2019-05-07 10:38:16
UNC Charlotte	SRX5799763	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022120	2019-05-07 10:38:16
UNC Charlotte	SRX5799762	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022121	2019-05-07 10:38:15
UNC Charlotte	SRX5799761	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022122	2019-05-07 10:41:13
UNC Charlotte	SRX5799760	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022123	2019-05-07 10:40:13
UNC Charlotte	SRX5799759	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022124	2019-05-07 10:42:12
UNC Charlotte	SRX5799758	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022125	2019-05-07 10:40:13
UNC Charlotte	SRX5799757	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022126	2019-05-07 10:41:13
UNC Charlotte	SRX5799756	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022127	2019-05-07 10:41:13
UNC Charlotte	SRX5799755	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022128	2019-05-07 10:41:13
UNC Charlotte	SRX5799754	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022129	2019-05-07 10:41:13
UNC Charlotte	SRX5799753	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022130	2019-05-07 10:41:13
UNC Charlotte	SRX5799752	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022131	2019-05-07 10:41:13
UNC Charlotte	SRX5799751	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022132	2019-05-07 10:40:13
UNC Charlotte	SRX5799750	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022133	2019-05-07 10:41:13
UNC Charlotte	SRX5799749	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022134	2019-05-07 10:40:13
UNC Charlotte	SRX5799748	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022135	2019-05-07 10:41:13
UNC Charlotte	SRX5799747	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022136	2019-05-07 10:41:13
UNC Charlotte	SRX5799746	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022137	2019-05-07 10:40:13
UNC Charlotte	SRX5799745	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022138	2019-05-07 10:40:13
UNC Charlotte	SRX5799744	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022139	2019-05-07 10:41:13
UNC Charlotte	SRX5799743	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022140	2019-05-07 10:40:13
UNC Charlotte	SRX5799742	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022141	2019-05-07 10:39:13
UNC Charlotte	SRX5799741	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022142	2019-05-07 10:39:13
UNC Charlotte	SRX5799740	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022143	2019-05-07 10:39:13
UNC Charlotte	SRX5799739	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022144	2019-05-07 10:40:13
UNC Charlotte	SRX5799738	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022145	2019-05-07 10:40:13
UNC Charlotte	SRX5799737	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022146	2019-05-07 10:39:13
UNC Charlotte	SRX5799736	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022147	2019-05-07 10:40:13
UNC Charlotte	SRX5799735	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022148	2019-05-07 10:43:25
UNC Charlotte	SRX5799734	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022149	2019-05-07 10:40:13
UNC Charlotte	SRX5799733	SRP195747	Hexaploid Oat genome PacBio Reads	Avena sativa	SRR9022150	2019-05-07 10:39:13
Ori-Gene Co. Ltd.	SRX5799525	SRP150514	Salix brachista Genome sequencing and assembly	Salix brachista	SRR9021433	2019-10-08 00:57:16
Wellcome Sanger Institute	ERX3330885	ERP024552	25_Genomes_for_25_Years_of_Genomics	Heracleum mantegazzianum	ERR3304795	2019-05-03 08:43:44
NEW YORK UNIVERITY	ERX3327652	ERP110458	Oryza sativa Basmati draft genome assembly	Oryza sativa	ERR3301564	2019-05-02 08:51:45
NEW YORK UNIVERITY	ERX3327651	ERP110458	Oryza sativa Basmati draft genome assembly	Oryza sativa	ERR3301563	2019-05-02 08:51:45
NEW YORK UNIVERITY	ERX3327650	ERP110458	Oryza sativa Basmati draft genome assembly	Oryza sativa	ERR3301562	2019-05-02 08:51:45
NEW YORK UNIVERITY	ERX3327649	ERP110458	Oryza sativa Basmati draft genome assembly	Oryza sativa	ERR3301561	2019-05-02 08:51:45
NEW YORK UNIVERITY	ERX3327648	ERP110458	Oryza sativa Basmati draft genome assembly	Oryza sativa	ERR3301560	2019-05-02 08:51:45
Wellcome Sanger Institute	ERX3318054	ERP024552	25_Genomes_for_25_Years_of_Genomics	Heracleum mantegazzianum	ERR3291675	2019-04-25 08:16:47
Wellcome Sanger Institute	ERX3318043	ERP024552	25_Genomes_for_25_Years_of_Genomics	Heracleum mantegazzianum	ERR3291664	2019-04-25 08:16:47
Wellcome Sanger Institute	ERX3318042	ERP024552	25_Genomes_for_25_Years_of_Genomics	Heracleum mantegazzianum	ERR3291663	2019-04-25 08:16:47
Wellcome Sanger Institute	ERX3318041	ERP024552	25_Genomes_for_25_Years_of_Genomics	Heracleum mantegazzianum	ERR3291662	2019-04-25 08:16:47
Wellcome Sanger Institute	ERX3318040	ERP024552	25_Genomes_for_25_Years_of_Genomics	Heracleum mantegazzianum	ERR3291661	2019-04-25 08:16:47
Wellcome Sanger Institute	ERX3318039	ERP024552	25_Genomes_for_25_Years_of_Genomics	Heracleum mantegazzianum	ERR3291660	2019-04-25 08:16:47
Wellcome Sanger Institute	ERX3318038	ERP024552	25_Genomes_for_25_Years_of_Genomics	Heracleum mantegazzianum	ERR3291659	2019-04-25 08:16:47
Wellcome Sanger Institute	ERX3318036	ERP024552	25_Genomes_for_25_Years_of_Genomics	Heracleum mantegazzianum	ERR3291657	2019-04-25 08:16:47
Korea Research Institute of Bioscience and Biotechnology	SRX5733549	SRP193812	Draft genome information of white flower Hibiscus syriacus	Hibiscus syriacus	SRR8953730	2019-05-19 20:35:29
National Engineering Research Center for Vegetables	SRX5723801	SRP192188	Population genomic analyses provide insights into evolution and domestication of watermelon fruit quality traits	Citrullus lanatus	SRR8943587	2019-09-13 17:55:17
National Engineering Research Center for Vegetables	SRX5723800	SRP192188	Population genomic analyses provide insights into evolution and domestication of watermelon fruit quality traits	Citrullus lanatus	SRR8943588	2019-09-13 17:55:17
National Engineering Research Center for Vegetables	SRX5723799	SRP192188	Population genomic analyses provide insights into evolution and domestication of watermelon fruit quality traits	Citrullus lanatus	SRR8943589	2019-09-13 17:55:17
National Engineering Research Center for Vegetables	SRX5723798	SRP192188	Population genomic analyses provide insights into evolution and domestication of watermelon fruit quality traits	Citrullus lanatus	SRR8943590	2019-09-13 17:55:17
National Engineering Research Center for Vegetables	SRX5723797	SRP192188	Population genomic analyses provide insights into evolution and domestication of watermelon fruit quality traits	Citrullus lanatus	SRR8943591	2019-09-13 17:55:17
National Engineering Research Center for Vegetables	SRX5723796	SRP192188	Population genomic analyses provide insights into evolution and domestication of watermelon fruit quality traits	Citrullus lanatus	SRR8943592	2019-09-13 17:55:17
National Engineering Research Center for Vegetables	SRX5723795	SRP192188	Population genomic analyses provide insights into evolution and domestication of watermelon fruit quality traits	Citrullus lanatus	SRR8943593	2019-09-13 17:55:17
National Engineering Research Center for Vegetables	SRX5723794	SRP192188	Population genomic analyses provide insights into evolution and domestication of watermelon fruit quality traits	Citrullus lanatus	SRR8943594	2019-09-13 17:55:17
National Engineering Research Center for Vegetables	SRX5715471	SRP192188	Population genomic analyses provide insights into evolution and domestication of watermelon fruit quality traits	Citrullus lanatus	SRR8957022	2019-09-13 17:55:17
Michigan State University	SRX5713303	SRP192973	Whole genome and transcriptome sequencing of Callicarpa americana	Callicarpa americana	SRR8932628	2019-04-22 15:58:12
Michigan State University	SRX5713302	SRP192973	Whole genome and transcriptome sequencing of Callicarpa americana	Callicarpa americana	SRR8932629	2019-04-22 18:30:12
Michigan State University	SRX5712727	SRP193063	Whole genome and transcriptome sequencing of Hyssopus officinalis	Hyssopus officinalis	SRR8931986	2019-04-19 14:56:23
ZheJiang Academy Of Agricultural Sciences	SRX5702318	SRP080725	Lagenaria siceraria cultivar:Hangzhou gourd Genome sequencing and assembly	Lagenaria siceraria	SRR8920984	2019-04-17 02:47:12
South China Botanical Garden, Chinese Academy of Sciences	SRX5679121	SRP192485	Genetic structure of poached Aquilaria sinensis trees	Aquilaria sinensis	SRR8892931	2020-05-11 00:00:39
Big Data Center	SRX5660406	SRP191703	The genome assembly and annotation of  SK	Zea mays subsp. mays	SRR8873332	2019-04-10 02:30:12
Big Data Center	SRX5660405	SRP191703	The genome assembly and annotation of  SK	Zea mays subsp. mays	SRR8873333	2019-04-10 02:24:12
Big Data Center	SRX5660404	SRP191703	The genome assembly and annotation of  SK	Zea mays subsp. mays	SRR8873334	2019-04-10 02:29:13
Big Data Center	SRX5660403	SRP191703	The genome assembly and annotation of  SK	Zea mays subsp. mays	SRR8873335	2019-04-10 02:24:12
Big Data Center	SRX5660402	SRP191703	The genome assembly and annotation of  SK	Zea mays subsp. mays	SRR8873336	2019-04-10 02:25:14
Big Data Center	SRX5660401	SRP191703	The genome assembly and annotation of  SK	Zea mays subsp. mays	SRR8873337	2019-04-10 02:24:12
